,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
179,179,Matt Kemp,kempma01,287,"""The guy (Matt Kemp) has the all-around game of Joe DiMaggio with the instant impact of Chipper Jones (according to [Dodger Manager Grady] Little), the size and athleticism of Dave Parker (say many scouts) and the talent of Manny Ramirez, but with a better glove (in the estimation of teammate Sandy Alomar, Jr.)."" - Verducci, Tom. Columnist. Sports Illustrated. 3 July 2006.",Right,None Attended
180,180,Bernie Williams,willibe02,287,"""He's (Bernie Williams) got a calm about him that I trust, and he's electric at times. To me, he's still a threat. I expect big things from him because he doesn't panic. For me, he's in the upper echelon among switch-hitters all-time."" - Torre, Joe. New York Yankees Manager. Switching up is hard to do. Bloom, Barry M. New York Times Staff Writer. 20 April 2005.",Both,University of Puerto Rico (DNP)
181,181,Carlos Pena,penaca01,286,"""A game like today (6-for-6 on May 27, 2004), I was definitely very blessed. Things like that don't happen. They don't happen. They are very rare."" - Carlos Peña",Left,Wright State University & Northeastern University
182,182,Frank Thomas,thomafr03,286,"""#47 Frank Thomas: When someone mentions the name Frank Thomas, most baseball fans think of the power-hitting hall of famer who spent the majority of his career with the Chicago White Sox, racking up 521 home runs and 1,704 RBIs. Introduce yourself to the heavy-hitting Pittsburgh Pirates of the 1950s by the same name and he will look you in the eye and make sure you know he was the original Frank Thomas. For those who were lucky enough to see him during his prime at Forbes Field, they will fondly remember the original version."" - Finoli, David. Author. The 50 Greatest Players in Pittsburgh Pirates History. Rowman & Littlefield Publishers. 10 March 2016. Page 287.",Right,None Attended
183,183,Will Clark,clarkwi02,284,"""I never go up to the plate without a plan. The plan, however, depends on what you've seen from the pitcher, what his tendencies are, how you're feeling that day, what the game situation is, and what he's most likely to throw at that point in time."" - Will Clark",Left,Mississippi State University
184,184,Eric Karros,karroer01,284,"""He (Eric Karros) understands the game. He knows what it takes to win, which is hard work. He's talented and works hard, which is very rare among many young major leaguers today. He wasn't gifted with tremendous speed, unbelievable power, a tremendous arm. His whole like, he's had to prove himself. He believes in himself. A leader is not someone who walks around and says he's a leader. A leader leads by example. That's what he does."" - Brett Butler in Baseball Digest (December 1995, Lawrence Rocca, 'Eric Karros of the Dodgers Follows Simple Creed: Win', Page 52)",Right,"University of California, Los Angeles"
185,185,Ryan Zimmerman,zimmery01,284,"""He is the epitome of a lead-by-example guy. If I said it once, I said it a million times to the other younger players: 'Just watch the way he prepares.' He is not verbose. He doesn't have to scream and yell to get his point across. It all starts with performance on the field, but it also trickles in to respect in the clubhouse, what he does in the community with his foundation and that sort of thing."" - Rizzo, Mike. Washington Nationals General Manager. Zimmerman signs six-year extension with Nats. Ladson, Bill. MLB Staff Writer. 26 February 2012.",Right,University of Virginia
186,186,Ken Boyer,boyerke01,282,"""Kenny Boyer was a pillar of strength in the Cardinal organization. It was kind of an understood thing that Kenny took care of the players coming into the organization. He took people under his wing -- it was kind of like a father image."" - Musial, Stan. Hall of Fame Teammate. The Cardinals Encyclopedia. Eisenbath, Michael. Author. Temple University Press. 14 May 1999. Page 139.",Right,None Attended
187,187,Eric Davis,daviser01,282,"""When Eric Davis arrived on the scene in Cincinnati in 1984, he came with the label of unlimited potential. As so often occurred in that era, that label frequently came with the moniker of 'the next Willie Mays' since the Hall of Famer was the standard bearer for players who could do it all on the baseball field. And Davis, a legitimate five-tool player if there ever was one, could indeed do it all."" - Luckhaupt, Joel. Author. 100 Things Reds Fans Should Know & Do Before They Die. Triumph Books. 1 April 2013. Page 141.",Right,None Attended
188,188,Adam Jones,jonesad01,282,"""He (Adam Jones) represents all the best qualities of a teammate and competitor. The way he plays the game sets an example for young players to follow."" - Robinson, Brooks. Baltimore Orioles Hall of Fame Third Baseman. Jones honored for his 'Heart & Hustle. Ghiroli, Brittany. MLB Staff Writer. 23 July 2013.",Right,None Attended
189,189,Brian McCann,mccanbr01,282,"""Catcher Brian McCann could land himself a shrine in Cooperstown, N.Y., if he keeps it up, Brian Cashman said. 'If he can continue to do that,' the Yankees general manager said, 'you're talking about a potential Hall of Famer.' ... Manager Joe Girardi also heaped praise on the seven-time All-Star, who hit .256 with 20 home runs and 57 RBI in 102 games in Atlanta in 2013. A catcher who's a capable defender and threat at the plate is hard to find, Girardi said. 'He's an offensive catcher who really has the ability to work a pitching staff,' he said. 'He's a complete catcher. He's a middle-of-the-order hitter. His power in this ballpark should work very well.'"" - Sportswriter Brendan Kuty (NJ.com, 'Brian McCann a 'potential Hall of Famer,' Yankees GM Brian Cashman says', 12/05/2013, Source)",Left,None Attended
190,190,Ryne Sandberg,sandbry01,282,"""He (Ryne Sandberg) has the most consistent approach to the game I've ever seen. He's similar to (Al) Kaline. You could watch Kaline play for five years and look back and say 'I've never seen him mess up a play or make a mistake.' I know we use the word consistent a lot, but in Sandberg's case it applies."" - Manager Jim Frey (Quoted on Hall of Fame Website)",Right,None Attended
191,191,Paul O'Neill,oneipa01,281,"""Hitting is a lot more than just picking up a bat and swinging it. You've got to be observant, evaluate the situation, know the pitcher and his tendencies, and know yourself. If you want to be successful, you have to become a student."" - Paul O'Neill",Left,None Attended
192,192,Josh Donaldson,donaljo02,279,"""I can only control what I do, the guy beside me can only control what they do. It's really just about going out there and either getting the job done ... this isn't the 'try' league, this is the 'get it done' league. And you know, eventually they're gonna find people who are going to get it done."" - Donaldson, Josh. Josh Donaldson calls out Blue Jays for poor play following Saturday's loss. Axisa, Mike. CBS Sports Staff Writer. 17 May 2015.)",Right,Auburn University
193,193,Ted Kluszewski,kluszte01,279,"""How hard is hitting? You ever walk into a pitch-black room full of furniture that you've never been in before and try to walk through it without bumping into anything? Well, it's harder than that."" - Kluszewski, Ted. Cincinnati Reds Hall of Fame and Museum. Ted Kluszewski Biography. 3 June 1978.",Left,Indiana University
194,194,Mike Cameron,camermi01,278,"""We all have bad days in the baseball field. To be able to run out there and chase down the ball and being able to compete, you've got to be happy. Some say the grind of the season will break you down mentally. But the way I look at it is I get a chance to run around for three hours and play baseball. I get a chance to go in my little kid's world and have fun. The challenge of it makes it fun, and by me getting better every year that makes it more fun."" - Cameron, Mike. Baseball Digest. July 2002.",Right,None Attended
195,195,Ryan Klesko,kleskry01,278,"""A lot of teams came to see me when I was in high school. They thought only of me as a pitcher. It had everything to do with how hard I threw. That is what they wanted. I was a good hitter in high school but they weren’t focused on anything else and I played in an awful big park so it was hard to hit it out. It all worked out after hitting with the Braves at Dodger Stadium. I think they really realized then just how good I could hit and the power I had."" - Klesko, Ryan. Whatever happened to: Ryan Klesko. Rosenberg, I.J. Atlanta Journal-Constitution Staff Writer. 6 August 2015.",Left,None Attended
196,196,Rudy York,yorkru01,277,"""The booming bat of 24 year old Rudy York, Detroit's late entry into the home run race, spoke in tones heard 'round the baseball world this afternoon as one of Babe Ruth's proudest and supposedly invincible records went crashing into discard."" - Sportswriter Shirley Povich in the Washington Post (08/31/1937)",Right,None Attended
